order_date,product_id,product_name,category,brand,price,is_hot,product_region_level,daily_qty,daily_amount,daily_orders,daily_users,year,month,day,dayofweek,weekofyear,is_weekend,is_month_start,is_month_end,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_max_30,lag_7_ratio,lag_30_ratio,target_7d,segment_新客_qty,segment_低频_qty,segment_中频_qty,segment_高频_qty
2024-10-08,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,162.03,2.0,2.0,2024,10,8,1,41,0,0,0,4.0,0.0,3.0,1.0,3.0,3.142857142857143,2.853569193634025,9.0,2.4285714285714284,2.277457614712772,9.0,2.7,2.215151586624296,9.0,0.5,0.5,17.0,9,587,722,0
2024-10-09,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,421.28,4.0,4.0,2024,10,9,2,41,0,0,0,2.0,2.0,2.0,3.0,1.0,3.0,2.886751345948128,9.0,2.5,2.244651763294596,9.0,2.6666666666666665,2.2180036586726035,9.0,1.6666666666666667,2.5,14.0,13,578,678,0
2024-10-10,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,148.14,1.0,1.0,2024,10,10,3,41,0,0,0,5.0,4.0,2.0,0.0,2.0,3.4285714285714284,2.935821455580638,9.0,2.642857142857143,2.3405174594567715,9.0,2.8,2.234525329522102,9.0,0.6666666666666666,0.6666666666666666,13.0,10,572,678,0
2024-10-11,200489,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,10,11,4,41,0,0,0,2.0,2.0,9.0,0.0,0.0,3.4285714285714284,2.935821455580638,9.0,2.7857142857142856,2.22498302253061,9.0,2.8,2.234525329522102,9.0,0.0,0.0,15.0,15,617,710,0
2024-10-12,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,166.66,2.0,2.0,2024,10,12,5,41,1,0,0,0.0,5.0,0.0,2.0,0.0,2.142857142857143,1.8644544714716078,5.0,2.7857142857142856,2.22498302253061,9.0,2.8,2.234525329522102,9.0,2.0,2.0,16.0,6,606,727,0
2024-10-13,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,10,13,6,41,1,0,0,2.0,2.0,2.0,3.0,5.0,2.4285714285714284,1.6183471874253728,5.0,2.7857142857142856,2.22498302253061,9.0,2.8666666666666667,2.177206899919589,9.0,0.6666666666666666,0.3333333333333333,17.0,7,674,739,0
2024-10-14,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,175.92000000000002,2.0,2.0,2024,10,14,0,42,0,0,0,2.0,0.0,4.0,3.0,1.0,2.4285714285714284,1.6183471874253728,5.0,2.7142857142857144,2.2336094083368714,9.0,2.7666666666666666,2.1444930810596334,9.0,0.4,1.0,17.0,7,604,693,0
2024-10-15,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,361.1,3.0,3.0,2024,10,15,1,42,0,0,0,2.0,2.0,2.0,3.0,2.0,2.142857142857143,1.4638501094227985,5.0,2.642857142857143,2.2397507710643874,9.0,2.8,2.123757243092111,9.0,1.3333333333333333,1.3333333333333333,21.0,3,635,806,0
2024-10-16,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,10,16,2,42,0,0,0,4.0,2.0,5.0,2.0,1.0,2.4285714285714284,1.6183471874253728,5.0,2.7142857142857144,2.2677868380553634,9.0,2.8666666666666667,2.1291625896895074,9.0,0.3333333333333333,1.0,25.0,6,634,789,0
2024-10-17,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,83.33,1.0,1.0,2024,10,17,3,42,0,0,0,2.0,2.0,2.0,2.0,6.0,2.0,1.1547005383792497,4.0,2.7142857142857144,2.2677868380553634,9.0,2.9,2.1066397495734184,9.0,0.3333333333333333,0.14285714285714285,27.0,10,620,787,0
2024-10-18,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,157.4,1.0,1.0,2024,10,18,4,42,0,0,0,1.0,4.0,0.0,9.0,6.0,1.8571428571428572,1.2149857925879102,4.0,2.642857142857143,2.3074175660629406,9.0,2.7333333333333334,2.0499509385774846,9.0,2.0,0.2857142857142857,29.0,10,657,748,0
2024-10-19,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,3.0,3.0,2024,10,19,5,42,1,0,0,2.0,2.0,2.0,0.0,4.0,2.142857142857143,0.8997354108424352,4.0,2.142857142857143,1.406421692815487,5.0,2.6,1.9581835354789108,9.0,1.0,0.6,27.0,7,622,756,0
2024-10-20,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,2.0,2.0,2024,10,20,6,42,1,0,0,3.0,1.0,2.0,2.0,6.0,2.2857142857142856,0.9511897312113398,4.0,2.357142857142857,1.2774459408789607,5.0,2.566666666666667,1.9419743478779756,9.0,1.0,0.42857142857142855,26.0,13,653,793,0
2024-10-21,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,10,21,0,43,0,0,0,3.0,2.0,2.0,4.0,5.0,2.4285714285714284,0.9759000729485311,4.0,2.4285714285714284,1.2838814775327392,5.0,2.466666666666667,1.833281085984875,9.0,0.6666666666666666,0.3333333333333333,27.0,4,614,837,0
2024-10-22,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,8.0,740.72,5.0,5.0,2024,10,22,1,43,0,0,0,2.0,3.0,4.0,2.0,1.0,2.4285714285714284,0.9759000729485311,4.0,2.2857142857142856,1.2043875831929902,5.0,2.3666666666666667,1.771096160346863,9.0,1.6,4.0,26.0,19,602,757,0
2024-10-23,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,6.0,509.24,4.0,4.0,2024,10,23,2,43,0,0,0,8.0,3.0,2.0,5.0,4.0,3.0,2.309401076758502,8.0,2.7142857142857144,1.9386185179765925,8.0,2.6,2.0273985369399385,9.0,2.0,1.2,31.0,13,667,775,0
2024-10-24,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,3.0,3.0,2024,10,24,3,43,0,0,0,6.0,2.0,1.0,2.0,1.0,3.5714285714285716,2.507132682112034,8.0,2.7857142857142856,2.0448272986535274,8.0,2.6666666666666665,2.1063669217862775,9.0,1.5,1.5,30.0,13,647,769,0
2024-10-25,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,370.36,2.0,2.0,2024,10,25,4,43,0,0,0,3.0,8.0,2.0,0.0,3.0,3.857142857142857,2.267786838055362,8.0,2.857142857142857,2.032699715124724,8.0,2.7333333333333334,2.0833218390487502,9.0,1.3333333333333333,1.0,27.0,14,640,857,0
2024-10-26,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,10,26,5,43,1,0,0,4.0,6.0,3.0,2.0,0.0,4.142857142857143,2.115700942049814,8.0,3.142857142857143,1.8752289237539819,8.0,2.7666666666666666,2.0956989342432997,9.0,0.25,1.0,30.0,5,630,894,0
2024-10-27,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,175.92000000000002,2.0,2.0,2024,10,27,6,43,1,0,0,1.0,3.0,3.0,2.0,0.0,3.857142857142857,2.4102953780654777,8.0,3.0714285714285716,1.94003511920178,8.0,2.8,2.0577858874578485,9.0,0.5,2.0,31.0,5,706,841,0
2024-10-28,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,3.0,3.0,2024,10,28,0,44,0,0,0,2.0,4.0,2.0,2.0,2.0,3.7142857142857144,2.497617912751114,8.0,3.0714285714285716,1.94003511920178,8.0,2.8666666666666667,1.995397001952818,9.0,1.0,1.0,30.0,11,662,877,0
2024-10-29,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,634.24,3.0,3.0,2024,10,29,1,44,0,0,0,3.0,1.0,8.0,4.0,3.0,3.857142857142857,2.4102953780654777,8.0,3.142857142857143,1.9158104473902609,8.0,2.9,1.9887615276329886,9.0,0.7777777777777778,1.75,28.0,9,679,856,0
2024-10-30,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,11.0,958.3,9.0,9.0,2024,10,30,2,44,0,0,0,7.0,2.0,6.0,2.0,3.0,3.7142857142857144,2.138089935299394,7.0,3.357142857142857,2.169974932756415,8.0,3.033333333333333,2.1251098686945538,9.0,1.5714285714285714,2.75,18.0,11,663,883,0
2024-10-31,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,166.66,2.0,2.0,2024,10,31,3,44,0,0,1,11.0,3.0,3.0,1.0,3.0,4.428571428571429,3.4572215654165044,11.0,4.0,2.935197542821371,11.0,3.3,2.5750795099877233,11.0,0.5,0.5,19.0,2,634,832,0
2024-11-01,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,1,4,44,0,1,0,2.0,7.0,4.0,2.0,2.0,4.285714285714286,3.5456210417116725,11.0,4.071428571428571,2.867973975696907,11.0,3.2666666666666666,2.585547808736934,11.0,0.2,0.3333333333333333,26.0,2,667,920,0
2024-11-02,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,370.36,2.0,2.0,2024,11,2,5,44,1,0,0,1.0,11.0,1.0,3.0,2.0,3.857142857142857,3.7606990231680517,11.0,4.0,2.935197542821371,11.0,3.2333333333333334,2.608782690535334,11.0,2.0,1.3333333333333333,29.0,7,685,937,0
2024-11-03,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,3.0,3.0,2024,11,3,6,44,1,0,0,4.0,2.0,2.0,3.0,9.0,4.285714285714286,3.5456210417116725,11.0,4.071428571428571,2.9211242755088374,11.0,3.3,2.6017235666460365,11.0,1.0,0.3,28.0,6,682,926,0
2024-11-04,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,11,4,0,45,0,0,0,3.0,1.0,3.0,2.0,0.0,4.428571428571429,3.4572215654165044,11.0,4.071428571428571,2.9211242755088374,11.0,3.1,2.3686166485073525,11.0,0.5,2.0,33.0,12,726,965,0
2024-11-05,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,416.65,3.0,3.0,2024,11,5,1,45,0,0,0,2.0,4.0,7.0,8.0,2.0,4.285714285714286,3.5456210417116725,11.0,4.071428571428571,2.9211242755088374,11.0,3.1666666666666665,2.3056651868870692,11.0,0.625,1.6666666666666667,30.0,14,671,908,0
2024-11-06,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,6,2,45,0,0,0,5.0,3.0,11.0,6.0,4.0,4.0,3.366501646120692,11.0,3.857142857142857,2.7134180220963673,11.0,3.2666666666666666,2.318342650187447,11.0,0.08333333333333333,0.2,30.0,6,673,929,0
2024-11-07,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,268.51,3.0,3.0,2024,11,7,3,45,0,0,0,1.0,2.0,2.0,3.0,2.0,2.5714285714285716,1.5118578920369081,5.0,3.5,2.7386127875258306,11.0,3.1666666666666665,2.3501039350945994,11.0,1.0,1.0,30.0,8,685,988,0
2024-11-08,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,8.0,657.38,5.0,5.0,2024,11,8,4,45,0,0,0,3.0,5.0,1.0,4.0,5.0,2.7142857142857144,1.4960264830861902,5.0,3.5,2.7386127875258306,11.0,3.2,2.34005599697219,11.0,4.0,1.3333333333333333,25.0,19,628,960,0
2024-11-09,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,638.87,5.0,5.0,2024,11,9,5,45,1,0,0,8.0,1.0,4.0,1.0,2.0,3.7142857142857144,2.288688541085316,8.0,3.7857142857142856,2.9917468894526236,11.0,3.3,2.4795717094024443,11.0,1.4,2.3333333333333335,21.0,5,727,995,0
2024-11-10,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,1.0,1.0,2024,11,10,6,45,1,0,0,7.0,3.0,3.0,2.0,0.0,4.142857142857143,2.6095064302514763,8.0,4.214285714285714,2.9917468894526236,11.0,3.466666666666667,2.5560386016907737,11.0,0.5,2.0,20.0,15,650,970,0
2024-11-11,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,648.13,5.0,5.0,2024,11,11,0,46,0,0,0,2.0,8.0,2.0,3.0,2.0,4.0,2.708012801545319,8.0,4.214285714285714,2.9917468894526236,11.0,3.533333333333333,2.487670747331011,11.0,2.3333333333333335,2.3333333333333335,17.0,12,699,997,0
2024-11-12,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,175.92000000000002,2.0,2.0,2024,11,12,1,46,0,0,0,7.0,7.0,5.0,7.0,2.0,4.714285714285714,2.7516228977511736,8.0,4.5,3.057147992190408,11.0,3.7,2.548156872776057,11.0,0.3333333333333333,0.6666666666666666,22.0,12,695,955,0
2024-11-13,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,13,2,46,0,0,0,2.0,2.0,1.0,11.0,2.0,4.285714285714286,2.9277002188455983,8.0,4.142857142857143,3.0345990194408237,11.0,3.7,2.548156872776057,11.0,0.5,0.3333333333333333,26.0,11,667,1004,0
2024-11-14,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,2.0,2.0,2024,11,14,3,46,0,0,0,1.0,7.0,3.0,2.0,4.0,4.285714285714286,2.9277002188455983,8.0,3.4285714285714284,2.408775166385979,8.0,3.6666666666666665,2.57753334816827,11.0,0.75,0.6,23.0,8,718,986,0
2024-11-15,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,3.0,3.0,2024,11,15,4,46,0,0,0,3.0,2.0,8.0,1.0,2.0,4.285714285714286,2.9277002188455983,8.0,3.5,2.377781771703651,8.0,3.6333333333333333,2.5795392977246414,11.0,0.3333333333333333,1.0,21.0,17,707,937,0
2024-11-16,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,3.0,3.0,2024,11,16,5,46,1,0,0,3.0,1.0,7.0,4.0,1.0,3.5714285714285716,2.4397501823713315,7.0,3.642857142857143,2.2738358934473855,8.0,3.6666666666666665,2.564120247507544,11.0,0.375,1.5,18.0,3,653,963,0
2024-11-17,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,17,6,46,1,0,0,3.0,3.0,2.0,3.0,2.0,3.0,1.914854215512674,7.0,3.5714285714285716,2.277457614712771,8.0,3.7333333333333334,2.5179813114988483,11.0,0.3333333333333333,0.3333333333333333,19.0,11,640,1008,0
2024-11-18,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,370.36,2.0,2.0,2024,11,18,0,47,0,0,0,1.0,3.0,7.0,2.0,3.0,2.857142857142857,2.0354009783964275,7.0,3.4285714285714284,2.376626106132735,8.0,3.7,2.5481568727760564,11.0,0.5,1.0,16.0,10,645,955,0
2024-11-19,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,648.13,3.0,3.0,2024,11,19,1,47,0,0,0,4.0,3.0,2.0,5.0,3.0,2.4285714285714284,1.1338934190276777,4.0,3.5714285714285716,2.3440361546924766,8.0,3.7333333333333334,2.5452231571200628,11.0,2.3333333333333335,1.75,10.0,6,683,986,0
2024-11-20,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,462.9500000000001,3.0,3.0,2024,11,20,2,47,0,0,0,7.0,1.0,1.0,1.0,2.0,3.142857142857143,2.0354009783964275,7.0,3.7142857142857144,2.4939487203589845,8.0,3.8666666666666667,2.6094435043316877,11.0,2.5,1.6666666666666667,7.0,15,696,1005,0
2024-11-21,200489,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,11,21,3,47,0,0,0,5.0,4.0,3.0,3.0,8.0,3.7142857142857144,1.8898223650461343,7.0,4.0,2.385855756810895,8.0,3.966666666666667,2.592872635851425,11.0,0.0,0.0,10.0,5,686,962,0
2024-11-22,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,22,4,47,0,0,0,0.0,7.0,3.0,8.0,6.0,3.2857142857142856,2.360387377408328,7.0,3.7857142857142856,2.6070487714469963,8.0,3.7,2.575079509987723,11.0,0.25,0.14285714285714285,13.0,8,695,1039,0
2024-11-23,200489,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,11,23,5,47,1,0,0,1.0,5.0,3.0,7.0,3.0,3.0,2.516611478423582,7.0,3.2857142857142856,2.399633671676107,7.0,3.533333333333333,2.5828790850165793,11.0,0.0,0.0,19.0,6,646,1062,0
2024-11-24,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,175.92000000000002,2.0,2.0,2024,11,24,6,47,1,0,0,0.0,0.0,1.0,2.0,4.0,2.5714285714285716,2.7602622373694157,7.0,2.7857142857142856,2.293085641279399,7.0,3.433333333333333,2.661129308282912,11.0,1.0,0.4,22.0,9,665,1046,0
2024-11-25,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,11,25,0,48,0,0,0,2.0,1.0,4.0,7.0,1.0,2.7142857142857144,2.6903708365381958,7.0,2.7857142857142856,2.293085641279399,7.0,3.3666666666666667,2.6714755490543785,11.0,0.2,0.5,27.0,10,679,973,0
2024-11-26,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,83.33,1.0,1.0,2024,11,26,1,48,0,0,0,1.0,0.0,7.0,2.0,2.0,2.2857142857142856,2.6903708365381958,7.0,2.357142857142857,1.9848325973644312,7.0,3.3666666666666667,2.6714755490543785,11.0,0.125,0.3333333333333333,30.0,11,721,995,0
2024-11-27,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,11,27,2,48,0,0,0,1.0,2.0,5.0,1.0,3.0,1.4285714285714286,1.7182493859684467,5.0,2.2857142857142856,2.0164161440372523,7.0,3.3333333333333335,2.69524911948635,11.0,0.3333333333333333,0.5,31.0,12,726,1083,0
2024-11-28,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,249.99,3.0,3.0,2024,11,28,3,48,0,0,0,2.0,1.0,0.0,3.0,7.0,1.0,0.8164965809277202,2.0,2.357142857142857,1.9848325973644312,7.0,3.3,2.705677300635167,11.0,3.0,0.375,31.0,6,677,1046,0
2024-11-29,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,361.1,3.0,3.0,2024,11,29,4,48,0,0,0,3.0,1.0,1.0,3.0,11.0,1.4285714285714286,0.9759000729485288,3.0,2.357142857142857,1.9848325973644312,7.0,3.1666666666666665,2.6140645235596853,11.0,2.0,0.3333333333333333,28.0,8,689,1073,0
2024-11-30,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,6.0,481.47,4.0,4.0,2024,11,30,5,48,1,0,1,4.0,2.0,0.0,3.0,2.0,1.8571428571428572,1.3451854182690957,4.0,2.4285714285714284,2.0272863906932597,7.0,2.933333333333333,2.16449935811133,8.0,6.0,2.0,25.0,14,670,1119,0
2024-12-01,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,444.43,5.0,5.0,2024,12,1,6,48,1,1,0,6.0,3.0,2.0,1.0,1.0,2.7142857142857144,1.799470821684873,6.0,2.642857142857143,2.2397507710643856,7.0,3.066666666666667,2.2273121784406147,8.0,1.6666666666666667,2.5,23.0,19,685,1038,0
2024-12-02,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,6.0,499.99,4.0,4.0,2024,12,2,0,49,0,0,0,5.0,4.0,1.0,4.0,4.0,3.142857142857143,1.9518001458970649,6.0,2.9285714285714284,2.268997939256808,7.0,3.2,2.2190398669321993,8.0,3.0,1.2,18.0,12,704,1154,0
2024-12-03,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,370.36,3.0,3.0,2024,12,3,1,49,0,0,0,6.0,6.0,1.0,7.0,3.0,3.857142857142857,1.951800145897065,6.0,3.0714285714285716,2.4007782620925777,7.0,3.2666666666666666,2.2732831086237395,8.0,2.0,1.0,18.0,9,760,1061,0
2024-12-04,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,3.0,3.0,2024,12,4,2,49,0,0,0,4.0,5.0,2.0,5.0,2.0,4.285714285714286,1.4960264830861896,6.0,2.857142857142857,2.1432234119210687,6.0,3.3,2.276567288856107,8.0,1.0,1.0,19.0,6,733,1033,0
2024-12-05,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,3.0,3.0,2024,12,5,3,49,0,0,0,3.0,6.0,3.0,0.0,5.0,4.428571428571429,1.2724180205607016,6.0,2.7142857142857144,2.0542103640523806,6.0,3.3333333333333335,2.264163594268132,8.0,0.75,0.5,16.0,10,678,1079,0
2024-12-06,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,12,6,4,49,0,0,0,3.0,4.0,4.0,1.0,1.0,4.428571428571429,1.2724180205607016,6.0,2.9285714285714284,1.899971081329951,6.0,3.2666666666666666,2.24274052388395,8.0,0.2,0.5,16.0,9,635,1089,0
2024-12-07,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,3.0,3.0,2024,12,7,5,49,1,0,0,1.0,3.0,6.0,0.0,3.0,4.0,1.825741858350552,6.0,2.9285714285714284,1.899971081329951,6.0,3.2666666666666666,2.24274052388395,8.0,0.42857142857142855,0.75,16.0,5,684,1113,0
2024-12-08,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,259.25,3.0,3.0,2024,12,8,6,49,1,0,0,3.0,3.0,5.0,2.0,8.0,3.5714285714285716,1.6183471874253719,6.0,3.142857142857143,1.7032612545052783,6.0,3.2666666666666666,2.24274052388395,8.0,0.5,0.3333333333333333,15.0,4,743,1102,0
2024-12-09,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,12,9,0,50,0,0,0,3.0,1.0,6.0,1.0,7.0,3.2857142857142856,1.4960264830861887,6.0,3.2142857142857144,1.6723346844167557,6.0,3.1,2.05694785611075,7.0,0.14285714285714285,0.125,19.0,8,650,1063,0
2024-12-10,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,337.95,4.0,4.0,2024,12,10,1,50,0,0,0,1.0,3.0,4.0,1.0,2.0,2.5714285714285716,1.133893419027678,4.0,3.2142857142857144,1.6723346844167557,6.0,2.9,1.953776184548869,7.0,0.8,1.3333333333333333,22.0,9,642,1054,0
2024-12-11,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,4.0,351.84000000000003,2.0,2.0,2024,12,11,2,50,0,0,0,4.0,3.0,3.0,2.0,7.0,2.5714285714285716,1.133893419027678,4.0,3.4285714285714284,1.5548576840284807,6.0,2.966666666666667,1.9561280074701621,7.0,1.0,0.5,23.0,4,695,1020,0
2024-12-12,200489,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,12,12,3,50,0,0,0,4.0,1.0,3.0,3.0,2.0,2.7142857142857144,1.2535663410560143,4.0,3.5714285714285716,1.504571787498442,6.0,2.8666666666666667,1.81437427863947,7.0,0.0,0.0,32.0,15,650,1024,0
2024-12-13,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,83.33,1.0,1.0,2024,12,13,4,50,0,0,0,0.0,4.0,1.0,4.0,1.0,2.2857142857142856,1.6035674514745435,4.0,3.357142857142857,1.78054195972172,6.0,2.8,1.8827712516943975,7.0,0.5,0.5,34.0,6,611,1088,0
2024-12-14,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,240.73,3.0,3.0,2024,12,14,5,50,1,0,0,1.0,4.0,3.0,6.0,3.0,2.2857142857142856,1.6035674514745435,4.0,3.142857142857143,1.87522892375398,6.0,2.8,1.8827712516943975,7.0,0.75,0.75,32.0,11,635,1085,0
2024-12-15,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,2.0,2.0,2024,12,15,6,50,1,0,0,3.0,0.0,3.0,5.0,3.0,2.2857142857142856,1.6035674514745435,4.0,2.9285714285714284,1.6854255666327522,6.0,2.8,1.8827712516943975,7.0,0.5,0.5,32.0,7,650,1063,0
2024-12-16,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,449.06,4.0,4.0,2024,12,16,0,51,0,0,0,2.0,1.0,1.0,6.0,3.0,2.142857142857143,1.5735915849388835,4.0,2.7142857142857144,1.5898026693500427,6.0,2.7666666666666666,1.8879533405494815,7.0,2.5,1.25,34.0,10,675,1027,0
2024-12-17,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,634.24,7.0,7.0,2024,12,17,1,51,0,0,0,5.0,3.0,4.0,4.0,1.0,2.7142857142857144,1.7994708216848727,5.0,2.642857142857143,1.446860944737464,5.0,2.8333333333333335,1.931291033860836,7.0,1.4,3.5,29.0,15,678,1119,0
2024-12-18,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,5.0,462.9500000000001,3.0,3.0,2024,12,18,2,51,0,0,0,7.0,2.0,4.0,3.0,4.0,3.142857142857143,2.4102953780654777,7.0,2.857142857142857,1.8337495365063778,7.0,3.033333333333333,2.042367343994729,7.0,1.0,1.0,26.0,9,647,988,0
2024-12-19,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,9.0,759.23,5.0,5.0,2024,12,19,3,51,0,0,0,5.0,5.0,0.0,3.0,7.0,3.2857142857142856,2.4976179127511138,7.0,3.0,1.921537845661044,7.0,3.066666666666667,2.0667037445691347,7.0,9.0,1.125,21.0,13,697,1099,0
2024-12-20,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,3.0,277.77,2.0,2.0,2024,12,20,4,51,0,0,0,9.0,7.0,1.0,1.0,5.0,4.571428571428571,2.8199966227605566,9.0,3.4285714285714284,2.5027457449242134,9.0,3.1333333333333333,2.2242136670701402,9.0,1.5,0.5,20.0,9,733,1105,0
2024-12-21,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,1.0,92.59,1.0,1.0,2024,12,21,5,51,1,0,0,3.0,5.0,3.0,3.0,0.0,4.857142857142857,2.478478796128209,9.0,3.5714285714285716,2.4087751663859778,9.0,3.066666666666667,2.1961303480775265,9.0,0.25,1.0,24.0,10,722,1085,0
2024-12-22,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,2.0,185.18,1.0,1.0,2024,12,22,6,51,1,0,0,1.0,9.0,2.0,3.0,1.0,4.571428571428571,2.8199966227605566,9.0,3.4285714285714284,2.5027457449242134,9.0,3.1,2.155186206852412,9.0,0.6666666666666666,1.0,23.0,13,696,1039,0
2024-12-23,200489,MUJI 香薰机,家居日用,MUJI,92.59,1.0,一线,7.0,583.31,4.0,4.0,2024,12,23,0,52,0,0,0,2.0,3.0,5.0,1.0,0.0,4.571428571428571,2.8199966227605566,9.0,3.357142857142857,2.530039308212205,9.0,3.1333333333333333,2.129162589689506,9.0,1.1666666666666667,7.0,19.0,3,699,1071,0
